#! FIELDS e3 probs
#! SET min_e3 0
#! SET max_e3 3
#! SET nbins_e3  251
#! SET periodic_e3 false
 0.000000 0.000000
 0.012000 0.000000
 0.024000 0.000000
 0.036000 589502902.973497
 0.048000 666005492110.864014
 0.060000 123861118389901.640625
 0.072000 10745774165049930.000000
 0.084000 1080708353164623232.000000
 0.096000 48708523580321431552.000000
 0.108000 1646571434626852061184.000000
 0.120000 37395742894127004516352.000000
 0.132000 351265281167665360011264.000000
 0.144000 11572288721607062554935296.000000
 0.156000 188781775874828066615197696.000000
 0.168000 1982805488289899775686344704.000000
 0.180000 8355820394225861978228785152.000000
 0.192000 25698686607316498750965284864.000000
 0.204000 85234999001127742044280717312.000000
 0.216000 228746473929408922390701801472.000000
 0.228000 522506989662902035073606877184.000000
 0.240000 866825341162713030996539736064.000000
 0.252000 1492090279042353028299430559744.000000
 0.264000 2583357072968874431831148068864.000000
 0.276000 4253086502886686131031738679296.000000
 0.288000 6872995809279960913082650198016.000000
 0.300000 10618164845124300268316418637824.000000
 0.312000 14758305293993798420713592324096.000000
 0.324000 17777506374787040641826101919744.000000
 0.336000 22787054906334975798801560764416.000000
 0.348000 29263921719831661443189512863744.000000
 0.360000 39063439358701991207728308027392.000000
 0.372000 40982374516829062381896288174080.000000
 0.384000 44177069714982100687301363367936.000000
 0.396000 46340565933803460843692814761984.000000
 0.408000 44967780901588343983969813921792.000000
 0.420000 34591021321994464222732479365120.000000
 0.432000 32073199683387469944612831887360.000000
 0.444000 32657707820895358553222797066240.000000
 0.456000 28469509914630832475163213168640.000000
 0.468000 27231662270798351975812532535296.000000
 0.480000 28055918631092899195881791684608.000000
 0.492000 22783232381150409527925940420608.000000
 0.504000 16668511220928405274282902421504.000000
 0.516000 17212065702846428315167315984384.000000
 0.528000 16597801432438684840189581328384.000000
 0.540000 12942287899593081283030353444864.000000
 0.552000 12640038071627579602707203227648.000000
 0.564000 12074032614476356816909126074368.000000
 0.576000 9464403946080647776132279566336.000000
 0.588000 7588725215498765676880083288064.000000
 0.600000 6045933358966728623416238145536.000000
 0.612000 3461012524809291501080745607168.000000
 0.624000 3155925855246626046822578126848.000000
 0.636000 3550086910615671102994787598336.000000
 0.648000 3557200547656587611926484221952.000000
 0.660000 3382248483123604239392329170944.000000
 0.672000 2838292340189922376259398008832.000000
 0.684000 2820918812493393921333134360576.000000
 0.696000 2897609483172863477744761044992.000000
 0.708000 2886593927288627079317693661184.000000
 0.720000 2401176854209622489217097531392.000000
 0.732000 2034323376169329806252567429120.000000
 0.744000 2262808759059187680876511100928.000000
 0.756000 1962226004249465515186539462656.000000
 0.768000 2284563280834838210826395975680.000000
 0.780000 2418077712066299687952734748672.000000
 0.792000 2251558337448713889398296412160.000000
 0.804000 2107468944369886582074232537088.000000
 0.816000 3499128778902618946303235719168.000000
 0.828000 4519732405290633164591917432832.000000
 0.840000 5798953383984724374073328533504.000000
 0.852000 8821086962163741158332988129280.000000
 0.864000 20645734764779228610148798824448.000000
 0.876000 36389338127607293494427899658240.000000
 0.888000 52745748204484813972321557544960.000000
 0.900000 77523456841912732588969545433088.000000
 0.912000 135974540282390672895437000671232.000000
 0.924000 229891444114289400761443925622784.000000
 0.936000 321085937481891337667973212012544.000000
 0.948000 360561960345228664850868898627584.000000
 0.960000 434658944570620360281812977582080.000000
 0.972000 475653519804123906476407686955008.000000
 0.984000 408321022615954974213514530390016.000000
 0.996000 367378931187226989407546040647680.000000
 1.008000 369711897960376607103795962314752.000000
 1.020000 348748250274508512065944513675264.000000
 1.032000 404385675726989760181412449746944.000000
 1.044000 418420601172016861838496493469696.000000
 1.056000 461320948441740937852512668483584.000000
 1.068000 504614217634596921721718717808640.000000
