#! FIELDS e3 probs
#! SET min_e3 0
#! SET max_e3 3
#! SET nbins_e3  251
#! SET periodic_e3 false
 0.000000 0.000000
 0.012000 0.000000
 0.024000 0.000000
 0.036000 553429403.416025
 0.048000 956740514479.729126
 0.060000 237946036362491.468750
 0.072000 22146463684352292.000000
 0.084000 1618467727981444608.000000
 0.096000 102271171947646484480.000000
 0.108000 4872107565802168778752.000000
 0.120000 131732864698133969371136.000000
 0.132000 2074557821826836478296064.000000
 0.144000 26257293197457155331981312.000000
 0.156000 467756379619762153212346368.000000
 0.168000 3783490257811795697159110656.000000
 0.180000 9080586566462256085150466048.000000
 0.192000 31703016770312506868724924416.000000
 0.204000 105878506395389033298761089024.000000
 0.216000 290213149524026315045699846144.000000
 0.228000 736523693079774018084326604800.000000
 0.240000 1879292969510865331088768630784.000000
 0.252000 3365992999954089031807486918656.000000
 0.264000 5563139013951990658898495275008.000000
 0.276000 9171977625663086544580172054528.000000
 0.288000 13612162453578138110056558755840.000000
 0.300000 19690191900478385549334022193152.000000
 0.312000 25638019434182720991032604884992.000000
 0.324000 36194084292093744653014298263552.000000
 0.336000 52078624680469225401991932411904.000000
 0.348000 64009060960279974246243004055552.000000
 0.360000 70391176738617101021080713166848.000000
 0.372000 66956115066919001982937004507136.000000
 0.384000 62902248430286271910763776966656.000000
 0.396000 68346900813879030073617253662720.000000
 0.408000 64498036940044778212459416649728.000000
 0.420000 62495788888938506491598001405952.000000
 0.432000 68238454520103074216516186537984.000000
 0.444000 62402575709665062445887483019264.000000
 0.456000 61430772100713514871193472073728.000000
 0.468000 58478904142653224779829217329152.000000
 0.480000 49088198042127490535949728743424.000000
 0.492000 42522152183716276856334369947648.000000
 0.504000 36104387539524374871617566670848.000000
 0.516000 31700165109280186797337111166976.000000
 0.528000 27685587630555861915980592578560.000000
 0.540000 25844555509620679681399786045440.000000
 0.552000 20891507580051436041035451465728.000000
 0.564000 16889940074088189235139272769536.000000
 0.576000 16327974789116488155907366060032.000000
 0.588000 15514217891461977296910409531392.000000
 0.600000 14448072199685194213603296673792.000000
 0.612000 12257516966598024361434618527744.000000
 0.624000 10883999484369186561185177141248.000000
 0.636000 9509883045971110138990733295616.000000
 0.648000 7317215087676161028932841242624.000000
 0.660000 7419863063646291600158524178432.000000
 0.672000 7922761080650739226803668254720.000000
 0.684000 7684198791131198984942837039104.000000
 0.696000 7004154805815328518177925627904.000000
 0.708000 7345191305306757550025992044544.000000
 0.720000 7072166583105623429771415257088.000000
 0.732000 6151789943756878916382535712768.000000
 0.744000 4867276749321898053259560484864.000000
 0.756000 3967613161408834471509199159296.000000
 0.768000 3766587121176378545470670110720.000000
 0.780000 4465267978224289887064059543552.000000
 0.792000 3583715009984176046500411867136.000000
 0.804000 4032789547844032090630866862080.000000
 0.816000 6812702382512518761827300016128.000000
 0.828000 7592402419763474901378604728320.000000
 0.840000 16315400884792698576964782391296.000000
 0.852000 28905790956982149315545398247424.000000
 0.864000 29400108860087497750316461326336.000000
 0.876000 43066684692183577333484608290816.000000
 0.888000 79036909565633606469120616824832.000000
 0.900000 113230509311582991030066194939904.000000
 0.912000 133906045438642911707232234110976.000000
 0.924000 182916323572992325160154968358912.000000
 0.936000 263913995715843521786759589396480.000000
 0.948000 367181058952320447892532446101504.000000
 0.960000 426086109527786663740675842899968.000000
 0.972000 382835278234754192871650096054272.000000
 0.984000 367342063390823523849487710683136.000000
 0.996000 393805417210669239171257829687296.000000
 1.008000 422395126614678929549713117020160.000000
 1.020000 501154279479534162878319661416448.000000
 1.032000 622946680010545852863001019809792.000000
 1.044000 747436612266323233168353019297792.000000
 1.056000 893454920546721370143861258584064.000000
 1.068000 943173118676171749170855861551104.000000
