#! FIELDS e3 probs
#! SET min_e3 0
#! SET max_e3 3
#! SET nbins_e3  251
#! SET periodic_e3 false
 0.000000 0.000000
 0.012000 311261413.469088
 0.024000 1214910430532.739258
 0.036000 512532912643548.000000
 0.048000 49073809823856080.000000
 0.060000 3894728756793166848.000000
 0.072000 246110383796653228032.000000
 0.084000 6961878043428927832064.000000
 0.096000 449801026480571362050048.000000
 0.108000 12459039122662942232805376.000000
 0.120000 155571482053911936157876224.000000
 0.132000 780716894332375820574654464.000000
 0.144000 11258004628311012358718750720.000000
 0.156000 119944687140874374727042334720.000000
 0.168000 511778400707422112334259159040.000000
 0.180000 1798546889831928511296113213440.000000
 0.192000 6312502037033823769007700836352.000000
 0.204000 18271617285795852806658455502848.000000
 0.216000 45774855371673610488420598022144.000000
 0.228000 102783917736612658806283300765696.000000
 0.240000 178719586572128954112400146038784.000000
 0.252000 358189790501737054369418896736256.000000
 0.264000 789920004987817314866277044453376.000000
 0.276000 1271804188009944724157888605454336.000000
 0.288000 2140103087963398962422229875294208.000000
 0.300000 3765318496369653486141750839869440.000000
 0.312000 6402350413404095252285533401907200.000000
 0.324000 10056749361481627425940122655260672.000000
 0.336000 13855873199226594175030354111365120.000000
 0.348000 18744497252373839065443216159408128.000000
 0.360000 24857554042197659694351871039766528.000000
 0.372000 28359676232543750559913317517754368.000000
 0.384000 33492400114723927373528460691505152.000000
 0.396000 36306376848915036168278601875062784.000000
 0.408000 34648292018586295171332046051082240.000000
 0.420000 32962420052708457319705376783859712.000000
 0.432000 32211312855162639153629434344374272.000000
 0.444000 30119943512879154121859808104546304.000000
 0.456000 27670166468295888536476760951226368.000000
 0.468000 23854381580986163134088893662494720.000000
 0.480000 23522123083657565247540560576643072.000000
 0.492000 19072625555641386618225893576802304.000000
 0.504000 15895352102857884769071287175741440.000000
 0.516000 14926527387289411157107801113755648.000000
 0.528000 12871747141912885034488324660658176.000000
 0.540000 11135795805930721987171077268176896.000000
 0.552000 9948797794107803685452399027159040.000000
 0.564000 8215311628495160197495538585698304.000000
 0.576000 7006496815975931958365957757337600.000000
 0.588000 5589352223692267203987844521525248.000000
 0.600000 4652382944428853903623375648980992.000000
 0.612000 3822578821344933888302570044129280.000000
 0.624000 3310332600655878961236897620295680.000000
 0.636000 2974617367784653200699336805056512.000000
 0.648000 2734143308969187390895256873467904.000000
 0.660000 2314278466841477357158894265171968.000000
 0.672000 2216280012000249181544517621252096.000000
 0.684000 2313408695547365538426865095540736.000000
 0.696000 2191439107952107889922134006300672.000000
 0.708000 1945756257115477141999942851624960.000000
 0.720000 1812098267914782819278605724418048.000000
 0.732000 1701744313727786546196099855548416.000000
 0.744000 1549625388816802301313706849468416.000000
 0.756000 1492027659632924375460901233360896.000000
 0.768000 1349139129360083933315275448909824.000000
 0.780000 1282943262274739159612777174138880.000000
 0.792000 1379151908185713075573876328497152.000000
 0.804000 1152655470254080241372822507618304.000000
 0.816000 956934611984479389215182160920576.000000
 0.828000 957681290643454785272854609920000.000000
 0.840000 1062168209758615883865277656465408.000000
 0.852000 1066272867017471674509040208052224.000000
 0.864000 1130048381392064936474972635791360.000000
 0.876000 1049336979954525716873483764367360.000000
 0.888000 961686962619600136736328745222144.000000
 0.900000 1118200517348897524822227160137728.000000
 0.912000 1184057925947722629244753499127808.000000
 0.924000 1290053867354723628326045553262592.000000
 0.936000 1498593987417436811620707117039616.000000
 0.948000 1464201475964469271178506124918784.000000
